customer_id,period,spend,txns,eligible_spend,cashback,segment,region,group,tenure_months,post,treat
8103,post,1335.76,12.0,56.71,1.7000000000000002,Mainstream,Midwest,treatment,86,1,1
8104,pre,202.75,5.0,15.9,0.0,Budget Occasional,Southeast,treatment,55,0,1
8104,post,347.27,10.0,32.36,0.97,Budget Occasional,Southeast,treatment,55,1,1
8105,pre,1266.76,30.0,264.8,0.0,Digital Native,Midwest,control,114,0,0
8105,post,1292.84,33.0,320.71,0.0,Digital Native,Midwest,control,114,1,0
8106,pre,1915.04,27.0,528.38,0.0,Affluent Frequent,Southeast,treatment,39,0,1
8106,post,2552.79,29.0,715.5,21.47,Affluent Frequent,Southeast,treatment,39,1,1
8107,pre,3493.38,67.0,610.61,0.0,Digital Native,Northeast,treatment,59,0,1
8107,post,3742.27,91.0,1039.76,31.18,Digital Native,Northeast,treatment,59,1,1
8108,pre,1521.6299999999999,39.0,309.85,0.0,Digital Native,West,treatment,106,0,1
8108,post,2335.21,64.0,717.79,21.54,Digital Native,West,treatment,106,1,1
8109,pre,158.57,6.0,67.16,0.0,Budget Occasional,Southeast,control,42,0,0
8109,post,122.75,7.0,19.84,0.0,Budget Occasional,Southeast,control,42,1,0
8110,pre,357.51,10.0,33.21,0.0,Budget Occasional,Southwest,control,90,0,0
8110,post,386.97,9.0,0.0,0.0,Budget Occasional,Southwest,control,90,1,0
8111,pre,954.98,19.0,244.28,0.0,Mainstream,Southeast,control,111,0,0
8111,post,1008.51,18.0,233.91,0.0,Mainstream,Southeast,control,111,1,0
8112,pre,1145.68,25.0,225.51,0.0,Mainstream,Southeast,treatment,117,0,1
8112,post,1746.05,29.0,382.69,11.5,Mainstream,Southeast,treatment,117,1,1
8113,pre,1980.04,36.0,380.75,0.0,Digital Native,Northeast,treatment,74,0,1
8113,post,2273.5499999999997,48.0,418.94,12.58,Digital Native,Northeast,treatment,74,1,1
8114,pre,939.84,10.0,0.0,0.0,Mainstream,West,treatment,109,0,1
8114,post,931.71,13.0,128.39,3.8600000000000003,Mainstream,West,treatment,109,1,1
8115,pre,1106.8,18.0,154.29,0.0,Mainstream,Midwest,control,63,0,0
8115,post,726.45,15.0,151.86,0.0,Mainstream,Midwest,control,63,1,0
8116,pre,5475.3099999999995,55.0,1774.04,0.0,Affluent Frequent,Midwest,control,65,0,0
8116,post,6517.84,67.0,996.92,0.0,Affluent Frequent,Midwest,control,65,1,0
8117,pre,420.35999999999996,6.0,50.64,0.0,Budget Occasional,West,treatment,69,0,1
8117,post,155.74,6.0,36.64,1.1,Budget Occasional,West,treatment,69,1,1
8118,pre,458.29,11.0,17.64,0.0,Budget Occasional,Southeast,control,79,0,0
8118,post,223.12,10.0,40.0,0.0,Budget Occasional,Southeast,control,79,1,0
8119,pre,2227.28,51.0,452.05,0.0,Digital Native,Southeast,treatment,43,0,1
8119,post,2018.84,62.0,494.73,14.84,Digital Native,Southeast,treatment,43,1,1
8120,pre,4058.07,43.0,549.06,0.0,Affluent Frequent,West,treatment,94,0,1
8120,post,3094.3199999999997,36.0,1294.01,38.82,Affluent Frequent,West,treatment,94,1,1
8121,pre,383.53,6.0,0.0,0.0,Dormant Reactivation,Southwest,control,116,0,0
8121,post,162.49,5.0,0.0,0.0,Dormant Reactivation,Southwest,control,116,1,0
8122,pre,427.19,9.0,147.38,0.0,Mainstream,Southeast,treatment,87,0,1
8122,post,1292.22,16.0,47.32,1.42,Mainstream,Southeast,treatment,87,1,1
8123,pre,487.16,8.0,17.94,0.0,Dormant Reactivation,Southeast,treatment,42,0,1
8123,post,447.28,9.0,9.4,0.28,Dormant Reactivation,Southeast,treatment,42,1,1
8124,pre,204.88,5.0,0.0,0.0,Dormant Reactivation,West,control,22,0,0
8124,post,269.5,12.0,87.12,0.0,Dormant Reactivation,West,control,22,1,0
8125,pre,1774.19,28.0,260.52,0.0,Mainstream,Southeast,control,56,0,0
8125,post,1280.6,25.0,68.8,0.0,Mainstream,Southeast,control,56,1,0
8126,pre,448.12,14.0,59.7,0.0,Budget Occasional,Southwest,control,47,0,0
8126,post,486.44,18.0,17.1,0.0,Budget Occasional,Southwest,control,47,1,0
8127,pre,3890.4,97.0,815.24,0.0,Digital Native,Northeast,control,47,0,0
8127,post,4960.25,107.0,1238.38,0.0,Digital Native,Northeast,control,47,1,0
8128,pre,800.97,17.0,230.35999999999999,0.0,Digital Native,Southwest,control,23,0,0
8128,post,782.85,21.0,126.92,0.0,Digital Native,Southwest,control,23,1,0
8129,pre,349.0,9.0,26.07,0.0,Digital Native,Southwest,control,63,0,0
8129,post,197.16,8.0,127.32000000000001,0.0,Digital Native,Southwest,control,63,1,0
8130,pre,869.28,13.0,90.87,0.0,Mainstream,Southeast,control,37,0,0
8130,post,599.51,8.0,11.96,0.0,Mainstream,Southeast,control,37,1,0
8131,pre,261.55,4.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,17,0,1
8131,post,226.61,6.0,23.83,0.71,Dormant Reactivation,Midwest,treatment,17,1,1
8132,pre,438.84,4.0,57.11,0.0,Mainstream,Northeast,control,106,0,0
8132,post,477.18,11.0,67.34,0.0,Mainstream,Northeast,control,106,1,0
8133,pre,2675.79,28.0,111.46000000000001,0.0,Mainstream,West,control,52,0,0
8133,post,1493.6299999999999,26.0,271.14,0.0,Mainstream,West,control,52,1,0
8134,pre,260.65,2.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,43,0,1
8134,post,54.72,2.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,43,1,1
8135,pre,5448.12,38.0,696.39,0.0,Affluent Frequent,Northeast,treatment,92,0,1
8135,post,4978.49,46.0,739.11,22.19,Affluent Frequent,Northeast,treatment,92,1,1
8136,pre,1403.51,23.0,119.72,0.0,Mainstream,Southeast,treatment,20,0,1
8136,post,1308.11,22.0,47.01,1.4100000000000001,Mainstream,Southeast,treatment,20,1,1
8137,pre,108.47,4.0,12.17,0.0,Dormant Reactivation,West,control,23,0,0
8137,post,311.03,8.0,118.21000000000001,0.0,Dormant Reactivation,West,control,23,1,0
8138,pre,928.78,19.0,135.56,0.0,Mainstream,Southeast,control,34,0,0
8138,post,1230.15,21.0,242.64000000000001,0.0,Mainstream,Southeast,control,34,1,0
8139,pre,248.53,5.0,7.06,0.0,Budget Occasional,Southeast,control,53,0,0
8139,post,69.01,1.0,0.0,0.0,Budget Occasional,Southeast,control,53,1,0
8140,pre,1750.6399999999999,46.0,399.11,0.0,Digital Native,Midwest,treatment,94,0,1
8140,post,2131.31,62.0,781.29,23.43,Digital Native,Midwest,treatment,94,1,1
8141,pre,2944.58,53.0,389.19,0.0,Mainstream,Northeast,control,88,0,0
8141,post,2652.46,40.0,409.64,0.0,Mainstream,Northeast,control,88,1,0
8142,pre,6708.55,71.0,1297.54,0.0,Affluent Frequent,Northeast,control,47,0,0
8142,post,10670.99,100.0,2157.99,0.0,Affluent Frequent,Northeast,control,47,1,0
8143,pre,2732.29,50.0,435.07,0.0,Mainstream,West,treatment,119,0,1
8143,post,3613.03,56.0,850.44,25.509999999999998,Mainstream,West,treatment,119,1,1
8144,pre,1067.98,23.0,326.25,0.0,Mainstream,Southeast,treatment,60,0,1
8144,post,903.88,19.0,94.69,2.83,Mainstream,Southeast,treatment,60,1,1
8145,pre,4420.5599999999995,32.0,329.65,0.0,Affluent Frequent,Midwest,control,12,0,0
8145,post,3949.39,40.0,870.39,0.0,Affluent Frequent,Midwest,control,12,1,0
8146,pre,1090.57,28.0,163.45999999999998,0.0,Budget Occasional,Southeast,control,87,0,0
8146,post,977.87,23.0,42.08,0.0,Budget Occasional,Southeast,control,87,1,0
8147,pre,1079.3,16.0,278.79999999999995,0.0,Mainstream,Midwest,control,96,0,0
8147,post,1411.25,20.0,114.13999999999999,0.0,Mainstream,Midwest,control,96,1,0
8148,pre,505.69,17.0,38.09,0.0,Budget Occasional,Southeast,control,6,0,0
8148,post,561.5699999999999,19.0,131.19,0.0,Budget Occasional,Southeast,control,6,1,0
8149,pre,398.86,11.0,0.0,0.0,Budget Occasional,Northeast,control,29,0,0
8149,post,418.1,10.0,0.0,0.0,Budget Occasional,Northeast,control,29,1,0
8150,pre,1592.17,41.0,506.03,0.0,Digital Native,Southeast,control,42,0,0
8150,post,1713.09,43.0,366.89,0.0,Digital Native,Southeast,control,42,1,0
8151,pre,283.82,10.0,55.31999999999999,0.0,Budget Occasional,Southeast,treatment,43,0,1
8151,post,507.58,12.0,0.0,0.0,Budget Occasional,Southeast,treatment,43,1,1
8152,pre,671.21,16.0,83.98,0.0,Budget Occasional,Southeast,treatment,94,0,1
8152,post,267.58,11.0,12.75,0.38,Budget Occasional,Southeast,treatment,94,1,1
8153,pre,1069.36,35.0,343.61,0.0,Digital Native,Midwest,control,63,0,0
8153,post,1321.46,38.0,280.24,0.0,Digital Native,Midwest,control,63,1,0
8154,pre,577.85,14.0,110.8,0.0,Budget Occasional,West,treatment,108,0,1
8154,post,328.05,11.0,0.0,0.0,Budget Occasional,West,treatment,108,1,1
8155,pre,4159.09,32.0,510.99,0.0,Affluent Frequent,Northeast,treatment,90,0,1
8155,post,2544.04,25.0,552.6,16.57,Affluent Frequent,Northeast,treatment,90,1,1
8156,pre,207.37,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,81,0,1
8156,post,80.55,2.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,81,1,1
8157,pre,1983.97,25.0,119.59,0.0,Mainstream,Northeast,treatment,57,0,1
8157,post,2142.91,35.0,243.04000000000002,7.29,Mainstream,Northeast,treatment,57,1,1
8158,pre,1005.77,23.0,190.15,0.0,Mainstream,Southwest,control,118,0,0
8158,post,661.71,15.0,170.92000000000002,0.0,Mainstream,Southwest,control,118,1,0
8159,pre,251.53,7.0,17.68,0.0,Budget Occasional,Southwest,control,58,0,0
8159,post,146.31,6.0,11.8,0.0,Budget Occasional,Southwest,control,58,1,0
8160,pre,149.55,5.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,31,0,1
8160,post,0.0,0.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,31,1,1
8161,pre,723.58,10.0,27.04,0.0,Budget Occasional,Northeast,treatment,18,0,1
8161,post,257.65,5.0,65.58,1.97,Budget Occasional,Northeast,treatment,18,1,1
8162,pre,137.07,6.0,43.730000000000004,0.0,Digital Native,Southeast,treatment,113,0,1
8162,post,583.07,15.0,70.13999999999999,2.1,Digital Native,Southeast,treatment,113,1,1
8163,pre,562.7900000000001,5.0,38.9,0.0,Dormant Reactivation,Northeast,treatment,11,0,1
8163,post,127.76,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,11,1,1
8164,pre,555.12,16.0,124.93,0.0,Budget Occasional,Southeast,treatment,117,0,1
8164,post,261.86,8.0,0.0,0.0,Budget Occasional,Southeast,treatment,117,1,1
8165,pre,319.58,14.0,63.56,0.0,Budget Occasional,Southeast,treatment,23,0,1
8165,post,211.43,7.0,0.0,0.0,Budget Occasional,Southeast,treatment,23,1,1
8166,pre,107.93,3.0,0.0,0.0,Mainstream,Southeast,treatment,94,0,1
8166,post,438.96000000000004,6.0,0.0,0.0,Mainstream,Southeast,treatment,94,1,1
8167,pre,468.43,12.0,60.94,0.0,Budget Occasional,Midwest,control,83,0,0
8167,post,421.26,11.0,21.01,0.0,Budget Occasional,Midwest,control,83,1,0
8168,pre,1748.77,20.0,90.78,0.0,Mainstream,Northeast,control,26,0,0
8168,post,1780.25,23.0,152.3,0.0,Mainstream,Northeast,control,26,1,0
8169,pre,714.0799999999999,9.0,54.58,0.0,Mainstream,Southeast,treatment,50,0,1
8169,post,455.24,10.0,187.89,5.64,Mainstream,Southeast,treatment,50,1,1
8170,pre,1353.13,29.0,355.05,0.0,Mainstream,Southwest,treatment,11,0,1
8170,post,1912.99,34.0,227.26999999999998,6.82,Mainstream,Southwest,treatment,11,1,1
8171,pre,3963.66,41.0,984.9,0.0,Affluent Frequent,Northeast,treatment,31,0,1
8171,post,4567.84,42.0,1039.6100000000001,31.189999999999998,Affluent Frequent,Northeast,treatment,31,1,1
8172,pre,492.79999999999995,12.0,41.57,0.0,Budget Occasional,Northeast,control,52,0,0
8172,post,331.45,8.0,23.83,0.0,Budget Occasional,Northeast,control,52,1,0
8173,pre,342.03999999999996,9.0,18.13,0.0,Budget Occasional,Northeast,control,17,0,0
8173,post,317.76,7.0,15.8,0.0,Budget Occasional,Northeast,control,17,1,0
8174,pre,1081.0,32.0,345.25,0.0,Digital Native,Midwest,control,98,0,0
8174,post,978.83,29.0,290.96000000000004,0.0,Digital Native,Midwest,control,98,1,0
8175,pre,3132.45,34.0,286.88,0.0,Affluent Frequent,Northeast,control,52,0,0
8175,post,2888.24,27.0,936.88,0.0,Affluent Frequent,Northeast,control,52,1,0
8176,pre,495.65,11.0,54.75,0.0,Mainstream,Southeast,treatment,42,0,1
8176,post,1111.28,19.0,157.13,4.720000000000001,Mainstream,Southeast,treatment,42,1,1
8177,pre,1472.49,28.0,114.36999999999999,0.0,Mainstream,Southwest,control,116,0,0
8177,post,1662.19,37.0,442.14,0.0,Mainstream,Southwest,control,116,1,0
8178,pre,1038.69,30.0,308.63,0.0,Digital Native,Midwest,control,47,0,0
8178,post,1070.88,21.0,128.97,0.0,Digital Native,Midwest,control,47,1,0
8179,pre,2347.92,49.0,514.12,0.0,Mainstream,Southeast,treatment,30,0,1
8179,post,3272.69,58.0,238.13,7.15,Mainstream,Southeast,treatment,30,1,1
8180,pre,448.46000000000004,10.0,21.53,0.0,Budget Occasional,Southeast,control,83,0,0
8180,post,182.14,6.0,41.41,0.0,Budget Occasional,Southeast,control,83,1,0
8181,pre,5502.2,57.0,1291.37,0.0,Affluent Frequent,Northeast,treatment,80,0,1
8181,post,5753.87,57.0,1247.16,37.42,Affluent Frequent,Northeast,treatment,80,1,1
8182,pre,420.98,15.0,162.13,0.0,Budget Occasional,Southeast,control,115,0,0
8182,post,211.91,9.0,24.57,0.0,Budget Occasional,Southeast,control,115,1,0
8183,pre,1983.2,22.0,262.26,0.0,Mainstream,Northeast,control,115,0,0
8183,post,2639.75,36.0,435.90999999999997,0.0,Mainstream,Northeast,control,115,1,0
8184,pre,1403.6399999999999,37.0,440.15,0.0,Digital Native,Northeast,treatment,35,0,1
8184,post,2460.56,45.0,567.93,17.04,Digital Native,Northeast,treatment,35,1,1
8185,pre,392.44,6.0,0.0,0.0,Budget Occasional,Midwest,control,57,0,0
8185,post,345.15,7.0,0.0,0.0,Budget Occasional,Midwest,control,57,1,0
8186,pre,173.44,6.0,0.0,0.0,Budget Occasional,Midwest,treatment,13,0,1
8186,post,75.94999999999999,4.0,4.92,0.15,Budget Occasional,Midwest,treatment,13,1,1
8187,pre,146.91,5.0,0.0,0.0,Budget Occasional,Northeast,control,38,0,0
8187,post,61.17,3.0,46.540000000000006,0.0,Budget Occasional,Northeast,control,38,1,0
8188,pre,30.0,2.0,11.35,0.0,Dormant Reactivation,Midwest,control,111,0,0
8188,post,50.230000000000004,2.0,0.0,0.0,Dormant Reactivation,Midwest,control,111,1,0
8189,pre,2670.75,26.0,778.04,0.0,Affluent Frequent,West,control,70,0,0
8189,post,1773.73,24.0,392.18,0.0,Affluent Frequent,West,control,70,1,0
8190,pre,1994.62,25.0,272.69,0.0,Affluent Frequent,Southeast,control,72,0,0
8190,post,2153.4700000000003,24.0,404.22,0.0,Affluent Frequent,Southeast,control,72,1,0
8191,pre,4064.15,39.0,405.59000000000003,0.0,Affluent Frequent,Midwest,treatment,120,0,1
8191,post,3788.04,35.0,925.79,27.77,Affluent Frequent,Midwest,treatment,120,1,1
8192,pre,392.63,12.0,46.0,0.0,Budget Occasional,West,control,24,0,0
8192,post,344.57,12.0,71.46000000000001,0.0,Budget Occasional,West,control,24,1,0
8193,pre,5120.93,51.0,1271.26,0.0,Affluent Frequent,West,treatment,115,0,1
8193,post,6731.95,58.0,1644.21,49.33,Affluent Frequent,West,treatment,115,1,1
8194,pre,1276.98,34.0,469.18,0.0,Digital Native,West,control,20,0,0
8194,post,1920.9399999999998,34.0,388.17,0.0,Digital Native,West,control,20,1,0
8195,pre,5480.47,70.0,1183.4099999999999,0.0,Affluent Frequent,Southwest,control,46,0,0
8195,post,6217.87,72.0,1158.53,0.0,Affluent Frequent,Southwest,control,46,1,0
8196,pre,1053.51,24.0,125.08,0.0,Digital Native,Southeast,control,27,0,0
8196,post,1149.68,25.0,281.88,0.0,Digital Native,Southeast,control,27,1,0
8197,pre,399.3,12.0,45.25,0.0,Budget Occasional,West,treatment,59,0,1
8197,post,431.04,12.0,96.92,2.91,Budget Occasional,West,treatment,59,1,1
8198,pre,124.83,7.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,13,0,1
8198,post,399.32,12.0,35.52,1.07,Dormant Reactivation,Southwest,treatment,13,1,1
8199,pre,667.38,23.0,106.03,0.0,Digital Native,Southwest,control,60,0,0
8199,post,672.76,18.0,87.59,0.0,Digital Native,Southwest,control,60,1,0
8200,pre,27.03,2.0,12.79,0.0,Budget Occasional,Southeast,control,100,0,0
8200,post,294.05,6.0,0.0,0.0,Budget Occasional,Southeast,control,100,1,0
8201,pre,376.88,11.0,54.519999999999996,0.0,Dormant Reactivation,Southeast,control,40,0,0
8201,post,49.52,1.0,0.0,0.0,Dormant Reactivation,Southeast,control,40,1,0
8202,pre,303.35,8.0,11.47,0.0,Budget Occasional,West,control,90,0,0
8202,post,373.3,12.0,30.4,0.0,Budget Occasional,West,control,90,1,0
8203,pre,532.95,7.0,0.0,0.0,Mainstream,Northeast,control,111,0,0
8203,post,692.39,12.0,48.66,0.0,Mainstream,Northeast,control,111,1,0
8204,pre,1000.62,26.0,126.37,0.0,Budget Occasional,Midwest,treatment,24,0,1
8204,post,748.33,20.0,127.97,3.84,Budget Occasional,Midwest,treatment,24,1,1
8205,pre,1578.28,22.0,265.40999999999997,0.0,Mainstream,Northeast,control,69,0,0
8205,post,944.11,19.0,117.66,0.0,Mainstream,Northeast,control,69,1,0
8206,pre,526.48,11.0,43.28,0.0,Budget Occasional,Midwest,control,47,0,0
8206,post,196.1,9.0,31.06,0.0,Budget Occasional,Midwest,control,47,1,0
8207,pre,127.52000000000001,2.0,0.0,0.0,Dormant Reactivation,Southeast,control,120,0,0
8207,post,60.839999999999996,4.0,0.0,0.0,Dormant Reactivation,Southeast,control,120,1,0
8208,pre,1286.62,22.0,257.24,0.0,Digital Native,Northeast,control,75,0,0
8208,post,579.41,13.0,127.28999999999999,0.0,Digital Native,Northeast,control,75,1,0
8209,pre,259.79,4.0,0.0,0.0,Budget Occasional,Southeast,treatment,55,0,1
8209,post,187.45999999999998,7.0,0.0,0.0,Budget Occasional,Southeast,treatment,55,1,1
8210,pre,480.12,13.0,43.29,0.0,Budget Occasional,West,control,5,0,0
8210,post,452.27,16.0,7.42,0.0,Budget Occasional,West,control,5,1,0
8211,pre,286.08,4.0,0.0,0.0,Dormant Reactivation,Northeast,control,22,0,0
8211,post,391.94,7.0,72.47,0.0,Dormant Reactivation,Northeast,control,22,1,0
8212,pre,1190.18,20.0,178.37,0.0,Mainstream,Midwest,control,101,0,0
8212,post,898.54,15.0,35.05,0.0,Mainstream,Midwest,control,101,1,0
8213,pre,689.46,12.0,90.93,0.0,Budget Occasional,West,control,16,0,0
8213,post,171.87,8.0,20.009999999999998,0.0,Budget Occasional,West,control,16,1,0
8214,pre,3125.37,26.0,394.72,0.0,Affluent Frequent,Northeast,treatment,43,0,1
8214,post,2111.7,31.0,602.5,18.07,Affluent Frequent,Northeast,treatment,43,1,1
8215,pre,213.88,4.0,0.0,0.0,Dormant Reactivation,Southeast,control,75,0,0
8215,post,282.42,4.0,16.54,0.0,Dormant Reactivation,Southeast,control,75,1,0
8216,pre,184.78,5.0,0.0,0.0,Dormant Reactivation,Midwest,control,42,0,0
8216,post,188.52,5.0,117.47999999999999,0.0,Dormant Reactivation,Midwest,control,42,1,0
8217,pre,964.73,16.0,89.84,0.0,Mainstream,Northeast,treatment,3,0,1
8217,post,1909.94,24.0,202.72,6.08,Mainstream,Northeast,treatment,3,1,1
8218,pre,103.97,3.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,36,0,1
8218,post,231.73,11.0,104.9,3.16,Dormant Reactivation,Southwest,treatment,36,1,1
8219,pre,817.34,12.0,73.22,0.0,Mainstream,Northeast,control,10,0,0
8219,post,1405.49,11.0,34.75,0.0,Mainstream,Northeast,control,10,1,0
8220,pre,1450.66,21.0,194.76,0.0,Mainstream,West,control,103,0,0
8220,post,1655.8400000000001,22.0,305.7,0.0,Mainstream,West,control,103,1,0
8221,pre,2228.93,23.0,316.6,0.0,Affluent Frequent,Southwest,control,66,0,0
8221,post,2881.49,29.0,103.25999999999999,0.0,Affluent Frequent,Southwest,control,66,1,0
8222,pre,1319.3,13.0,39.849999999999994,0.0,Affluent Frequent,Southeast,control,110,0,0
8222,post,385.39000000000004,6.0,24.09,0.0,Affluent Frequent,Southeast,control,110,1,0
8223,pre,3250.19,44.0,441.04,0.0,Mainstream,Northeast,control,19,0,0
8223,post,3155.75,48.0,446.92,0.0,Mainstream,Northeast,control,19,1,0
8224,pre,641.81,5.0,206.84,0.0,Affluent Frequent,Northeast,treatment,97,0,1
8224,post,632.91,6.0,102.14,3.06,Affluent Frequent,Northeast,treatment,97,1,1
8225,pre,602.97,7.0,0.0,0.0,Mainstream,Southeast,treatment,18,0,1
8225,post,359.26,9.0,109.22999999999999,3.2800000000000002,Mainstream,Southeast,treatment,18,1,1
8226,pre,585.12,13.0,0.0,0.0,Budget Occasional,Midwest,control,93,0,0
8226,post,323.78,14.0,80.92,0.0,Budget Occasional,Midwest,control,93,1,0
8227,pre,1010.24,17.0,191.11,0.0,Mainstream,West,control,94,0,0
8227,post,1706.9,27.0,189.78,0.0,Mainstream,West,control,94,1,0
8228,pre,410.45,8.0,15.06,0.0,Dormant Reactivation,West,treatment,116,0,1
8228,post,604.27,12.0,80.95,2.43,Dormant Reactivation,West,treatment,116,1,1
8229,pre,1359.34,24.0,316.05,0.0,Mainstream,Southwest,control,114,0,0
8229,post,644.01,15.0,208.78,0.0,Mainstream,Southwest,control,114,1,0
8230,pre,2091.09,32.0,228.4,0.0,Mainstream,Northeast,control,64,0,0
8230,post,2520.92,38.0,628.62,0.0,Mainstream,Northeast,control,64,1,0
8231,pre,607.03,17.0,47.88,0.0,Budget Occasional,Southeast,control,7,0,0
8231,post,495.40999999999997,13.0,58.66,0.0,Budget Occasional,Southeast,control,7,1,0
8232,pre,0.0,0.0,0.0,0.0,Affluent Frequent,West,treatment,7,0,1
8232,post,277.08000000000004,5.0,86.78,2.6,Affluent Frequent,West,treatment,7,1,1
8233,pre,471.93,13.0,64.04,0.0,Dormant Reactivation,Northeast,treatment,73,0,1
8233,post,840.42,17.0,31.62,0.9400000000000001,Dormant Reactivation,Northeast,treatment,73,1,1
8234,pre,2151.37,32.0,321.82,0.0,Mainstream,West,treatment,34,0,1
8234,post,2445.46,38.0,350.29,10.52,Mainstream,West,treatment,34,1,1
8235,pre,91.88,4.0,50.89,0.0,Budget Occasional,Southeast,control,108,0,0
8235,post,129.68,4.0,0.0,0.0,Budget Occasional,Southeast,control,108,1,0
8236,pre,969.08,28.0,297.5,0.0,Digital Native,West,treatment,65,0,1
8236,post,772.37,21.0,220.52,6.62,Digital Native,West,treatment,65,1,1
8237,pre,4306.84,42.0,531.4699999999999,0.0,Affluent Frequent,Southeast,treatment,5,0,1
8237,post,3629.85,45.0,863.34,25.91,Affluent Frequent,Southeast,treatment,5,1,1
8238,pre,167.3,8.0,17.1,0.0,Budget Occasional,Southwest,control,97,0,0
8238,post,475.09000000000003,15.0,77.59,0.0,Budget Occasional,Southwest,control,97,1,0
8239,pre,291.7,7.0,0.0,0.0,Dormant Reactivation,Midwest,control,24,0,0
8239,post,450.48,9.0,53.36,0.0,Dormant Reactivation,Midwest,control,24,1,0
8240,pre,747.4,12.0,211.36,0.0,Mainstream,Southeast,treatment,23,0,1
8240,post,673.02,10.0,107.72999999999999,3.23,Mainstream,Southeast,treatment,23,1,1
8241,pre,1189.24,34.0,278.07,0.0,Digital Native,Northeast,control,115,0,0
8241,post,1276.06,29.0,190.47,0.0,Digital Native,Northeast,control,115,1,0
8242,pre,445.57,11.0,0.0,0.0,Budget Occasional,Southwest,treatment,80,0,1
8242,post,326.59,10.0,122.27,3.67,Budget Occasional,Southwest,treatment,80,1,1
8243,pre,1614.58,29.0,208.85,0.0,Mainstream,West,treatment,86,0,1
8243,post,2411.16,30.0,59.35,1.78,Mainstream,West,treatment,86,1,1
8244,pre,1829.53,31.0,202.67000000000002,0.0,Mainstream,Southeast,treatment,12,0,1
8244,post,2031.08,33.0,259.97,7.779999999999999,Mainstream,Southeast,treatment,12,1,1
8245,pre,445.72,6.0,0.0,0.0,Budget Occasional,West,control,81,0,0
8245,post,713.4499999999999,13.0,102.87,0.0,Budget Occasional,West,control,81,1,0
8246,pre,280.86,9.0,0.0,0.0,Budget Occasional,Southeast,control,61,0,0
8246,post,413.14,9.0,0.0,0.0,Budget Occasional,Southeast,control,61,1,0
8247,pre,273.14,5.0,0.0,0.0,Budget Occasional,Southeast,treatment,30,0,1
8247,post,483.06,7.0,20.32,0.6100000000000001,Budget Occasional,Southeast,treatment,30,1,1
8248,pre,326.04999999999995,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,109,0,1
8248,post,979.78,10.0,25.11,0.75,Dormant Reactivation,Northeast,treatment,109,1,1
8249,pre,838.98,7.0,41.63,0.0,Mainstream,West,control,119,0,0
8249,post,130.06,3.0,42.47,0.0,Mainstream,West,control,119,1,0
8250,pre,541.76,8.0,9.28,0.0,Dormant Reactivation,Midwest,treatment,37,0,1
8250,post,354.17,8.0,30.72,0.92,Dormant Reactivation,Midwest,treatment,37,1,1
8251,pre,430.9,13.0,106.34,0.0,Mainstream,Southeast,treatment,56,0,1
8251,post,1535.76,16.0,0.0,0.0,Mainstream,Southeast,treatment,56,1,1
8252,pre,277.34000000000003,7.0,58.61000000000001,0.0,Budget Occasional,Midwest,treatment,105,0,1
8252,post,225.25,9.0,37.230000000000004,1.11,Budget Occasional,Midwest,treatment,105,1,1
8253,pre,398.92,7.0,149.85,0.0,Digital Native,Southeast,treatment,20,0,1
8253,post,549.09,12.0,158.49,4.76,Digital Native,Southeast,treatment,20,1,1
8254,pre,2327.61,34.0,236.16,0.0,Mainstream,Northeast,treatment,15,0,1
8254,post,2398.4,38.0,349.63,10.49,Mainstream,Northeast,treatment,15,1,1
8255,pre,749.73,10.0,99.02000000000001,0.0,Mainstream,West,control,19,0,0
8255,post,1545.07,16.0,98.59,0.0,Mainstream,West,control,19,1,0
8256,pre,1096.1200000000001,22.0,99.89,0.0,Mainstream,Midwest,treatment,77,0,1
8256,post,1161.18,21.0,153.18,4.6,Mainstream,Midwest,treatment,77,1,1
8257,pre,0.0,0.0,0.0,0.0,Budget Occasional,Midwest,treatment,12,0,1
8257,post,375.73,6.0,0.0,0.0,Budget Occasional,Midwest,treatment,12,1,1
8258,pre,105.64,3.0,29.28,0.0,Dormant Reactivation,West,control,51,0,0
8258,post,54.58,1.0,0.0,0.0,Dormant Reactivation,West,control,51,1,0
8259,pre,98.88,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,37,0,1
8259,post,248.82,5.0,14.68,0.44,Dormant Reactivation,Northeast,treatment,37,1,1
8260,pre,211.99,4.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,5,0,1
8260,post,14.07,1.0,14.07,0.42,Dormant Reactivation,Northeast,treatment,5,1,1
8261,pre,184.12,5.0,0.0,0.0,Budget Occasional,Northeast,control,47,0,0
8261,post,169.35,4.0,17.32,0.0,Budget Occasional,Northeast,control,47,1,0
