customer_id,period,segment,region,test_group,spend,txns,eligible_spend
7020,pre,Affluent Frequent,Southeast,control,1552.88,18.0,304.99
7020,post,Affluent Frequent,Southeast,control,2842.25,32.0,607.08
7021,pre,Dormant Reactivation,Southeast,treatment,299.35,5.0,0.0
7021,post,Dormant Reactivation,Southeast,treatment,138.24,5.0,29.48
7022,pre,Budget Occasional,West,treatment,167.8,6.0,12.26
7022,post,Budget Occasional,West,treatment,433.37,10.0,144.13
7023,pre,Digital Native,Southeast,treatment,1244.17,22.0,83.96
7023,post,Digital Native,Southeast,treatment,1303.15,37.0,440.45
7024,pre,Mainstream,Southwest,control,1139.97,25.0,162.26999999999998
7024,post,Mainstream,Southwest,control,1826.73,33.0,177.11
7025,pre,Affluent Frequent,Midwest,control,6645.349999999999,73.0,1010.25
7025,post,Affluent Frequent,Midwest,control,7792.9,80.0,1519.85
7026,pre,Affluent Frequent,Southwest,control,5287.47,54.0,736.6899999999999
7026,post,Affluent Frequent,Southwest,control,5851.25,55.0,836.22
7027,pre,Dormant Reactivation,Southwest,treatment,268.96000000000004,5.0,11.45
7027,post,Dormant Reactivation,Southwest,treatment,295.67,5.0,25.41
7028,pre,Digital Native,Southwest,treatment,1831.14,56.0,505.07
7028,post,Digital Native,Southwest,treatment,2639.37,70.0,757.83
7029,pre,Mainstream,Midwest,control,1400.25,23.0,105.03
7029,post,Mainstream,Midwest,control,2127.09,31.0,397.91
7030,pre,Affluent Frequent,Northeast,control,4926.15,49.0,991.1
7030,post,Affluent Frequent,Northeast,control,6085.52,46.0,889.69
7031,pre,Affluent Frequent,Northeast,control,1729.68,20.0,327.48
7031,post,Affluent Frequent,Northeast,control,2949.27,23.0,635.22
7032,pre,Digital Native,Midwest,control,84.92,4.0,49.17
7032,post,Digital Native,Midwest,control,128.22,5.0,40.82
7033,pre,Affluent Frequent,Southeast,treatment,4635.0,47.0,1195.35
7033,post,Affluent Frequent,Southeast,treatment,4275.1,49.0,1045.63
7034,pre,Mainstream,West,treatment,1223.73,16.0,143.64999999999998
7034,post,Mainstream,West,treatment,1086.6,10.0,0.0
7035,pre,Affluent Frequent,West,control,1455.52,15.0,284.32
7035,post,Affluent Frequent,West,control,2293.54,18.0,548.46
7036,pre,Dormant Reactivation,Southeast,control,575.6899999999999,11.0,68.8
7036,post,Dormant Reactivation,Southeast,control,71.68,5.0,40.260000000000005
7037,pre,Mainstream,Midwest,control,1401.84,27.0,242.35
7037,post,Mainstream,Midwest,control,1797.12,27.0,215.28
7038,pre,Mainstream,Southeast,treatment,2622.88,47.0,454.93
7038,post,Mainstream,Southeast,treatment,3234.93,45.0,217.2
7039,pre,Budget Occasional,Midwest,treatment,270.89,8.0,14.66
7039,post,Budget Occasional,Midwest,treatment,181.93,9.0,107.36
7040,pre,Affluent Frequent,Southwest,control,1308.65,16.0,295.91
7040,post,Affluent Frequent,Southwest,control,1364.4,14.0,173.3
7041,pre,Dormant Reactivation,Southeast,control,112.97,3.0,0.0
7041,post,Dormant Reactivation,Southeast,control,89.55,2.0,0.0
7042,pre,Dormant Reactivation,Southeast,control,14.13,1.0,0.0
7042,post,Dormant Reactivation,Southeast,control,0.0,0.0,0.0
7043,pre,Mainstream,Southeast,treatment,531.27,12.0,58.33
7043,post,Mainstream,Southeast,treatment,678.24,8.0,93.24
7044,pre,Digital Native,West,treatment,3121.17,70.0,608.91
7044,post,Digital Native,West,treatment,2059.84,60.0,508.13
7045,pre,Budget Occasional,Southeast,control,451.1,18.0,12.89
7045,post,Budget Occasional,Southeast,control,249.13,8.0,55.86
7046,pre,Affluent Frequent,Southwest,control,1157.31,14.0,305.68
7046,post,Affluent Frequent,Southwest,control,1692.43,21.0,647.12
7047,pre,Affluent Frequent,Southeast,treatment,4066.46,36.0,982.55
7047,post,Affluent Frequent,Southeast,treatment,4573.95,51.0,1294.99
7048,pre,Mainstream,West,treatment,1504.61,27.0,180.44
7048,post,Mainstream,West,treatment,2057.58,23.0,376.53
7049,pre,Affluent Frequent,West,treatment,2779.05,26.0,534.67
7049,post,Affluent Frequent,West,treatment,4129.22,38.0,831.87
7050,pre,Budget Occasional,Midwest,control,55.54,3.0,12.64
7050,post,Budget Occasional,Midwest,control,12.96,1.0,0.0
7051,pre,Mainstream,Southeast,control,1440.21,27.0,273.5
7051,post,Mainstream,Southeast,control,1701.03,30.0,228.97000000000003
7052,pre,Digital Native,Southeast,treatment,1160.82,18.0,241.33
7052,post,Digital Native,Southeast,treatment,562.59,19.0,90.4
7053,pre,Affluent Frequent,Northeast,treatment,4300.31,45.0,1165.45
7053,post,Affluent Frequent,Northeast,treatment,5636.46,47.0,805.8199999999999
7054,pre,Mainstream,Northeast,control,966.36,13.0,104.3
7054,post,Mainstream,Northeast,control,468.8,9.0,36.56
7055,pre,Dormant Reactivation,West,control,779.79,11.0,85.48
7055,post,Dormant Reactivation,West,control,787.8,15.0,164.32
7056,pre,Mainstream,Northeast,control,998.96,17.0,151.29
7056,post,Mainstream,Northeast,control,1287.14,18.0,185.84
7057,pre,Mainstream,West,control,1498.14,21.0,154.54
7057,post,Mainstream,West,control,1262.7,13.0,0.0
7058,pre,Affluent Frequent,Northeast,treatment,6972.74,68.0,1737.27
7058,post,Affluent Frequent,Northeast,treatment,8468.09,80.0,2069.05
7059,pre,Affluent Frequent,West,treatment,4042.08,40.0,805.57
7059,post,Affluent Frequent,West,treatment,5175.21,54.0,1336.29
7060,pre,Budget Occasional,West,control,221.9,7.0,41.4
7060,post,Budget Occasional,West,control,394.18,11.0,119.94
7061,pre,Affluent Frequent,Southwest,treatment,999.69,11.0,302.18
7061,post,Affluent Frequent,Southwest,treatment,1025.95,11.0,241.84
7062,pre,Affluent Frequent,Southeast,treatment,2015.09,27.0,378.15
7062,post,Affluent Frequent,Southeast,treatment,3216.08,37.0,784.1800000000001
7063,pre,Digital Native,West,treatment,2194.88,48.0,662.67
7063,post,Digital Native,West,treatment,2532.31,70.0,695.35
7064,pre,Digital Native,Midwest,control,1091.13,25.0,352.91
7064,post,Digital Native,Midwest,control,1459.91,31.0,220.99
7065,pre,Budget Occasional,Southeast,control,467.44,15.0,113.36
7065,post,Budget Occasional,Southeast,control,839.52,24.0,99.83
7066,pre,Digital Native,Northeast,treatment,2213.8,41.0,98.98
7066,post,Digital Native,Northeast,treatment,2297.27,51.0,675.38
7067,pre,Budget Occasional,Southwest,control,423.4,15.0,66.45
7067,post,Budget Occasional,Southwest,control,329.6,10.0,13.99
7068,pre,Affluent Frequent,Northeast,treatment,4322.05,44.0,1086.92
7068,post,Affluent Frequent,Northeast,treatment,3682.69,32.0,303.79
7069,pre,Mainstream,Northeast,treatment,880.6,12.0,117.84
7069,post,Mainstream,Northeast,treatment,1209.66,14.0,171.32999999999998
7070,pre,Digital Native,Southeast,control,1623.62,45.0,218.84
7070,post,Digital Native,Southeast,control,664.26,21.0,243.13
7071,pre,Affluent Frequent,Northeast,treatment,2757.05,28.0,790.51
7071,post,Affluent Frequent,Northeast,treatment,3029.87,32.0,732.8199999999999
7072,pre,Budget Occasional,West,control,622.0,15.0,40.08
7072,post,Budget Occasional,West,control,389.83,15.0,46.870000000000005
7073,pre,Mainstream,West,control,2078.54,25.0,235.82
7073,post,Mainstream,West,control,1451.69,23.0,236.29
7074,pre,Budget Occasional,Southeast,treatment,247.74,7.0,11.51
7074,post,Budget Occasional,Southeast,treatment,357.54,8.0,0.0
7075,pre,Budget Occasional,Southeast,treatment,359.46,11.0,14.5
7075,post,Budget Occasional,Southeast,treatment,206.7,7.0,79.00999999999999
7076,pre,Budget Occasional,Southeast,treatment,363.28,7.0,0.0
7076,post,Budget Occasional,Southeast,treatment,366.81,11.0,58.31999999999999
7077,pre,Affluent Frequent,Southwest,treatment,3521.77,51.0,1240.43
7077,post,Affluent Frequent,Southwest,treatment,3768.56,40.0,772.18
7078,pre,Digital Native,Southeast,control,701.24,11.0,72.67
7078,post,Digital Native,Southeast,control,471.81,10.0,129.6
7079,pre,Dormant Reactivation,West,control,37.96,2.0,21.55
7079,post,Dormant Reactivation,West,control,175.88,4.0,14.42
7080,pre,Digital Native,Southwest,treatment,3815.57,101.0,831.69
7080,post,Digital Native,Southwest,treatment,3717.91,102.0,1248.97
7081,pre,Budget Occasional,Northeast,treatment,105.05,3.0,27.97
7081,post,Budget Occasional,Northeast,treatment,247.9,6.0,34.09
7082,pre,Affluent Frequent,Southeast,control,2450.63,28.0,542.99
7082,post,Affluent Frequent,Southeast,control,3044.44,33.0,599.36
7083,pre,Mainstream,Southeast,control,842.39,13.0,150.42000000000002
7083,post,Mainstream,Southeast,control,1152.03,18.0,0.0
7084,pre,Mainstream,Midwest,treatment,1253.35,27.0,290.46
7084,post,Mainstream,Midwest,treatment,1099.64,19.0,427.67
7085,pre,Dormant Reactivation,Southeast,control,641.83,19.0,86.72
7085,post,Dormant Reactivation,Southeast,control,306.33,8.0,0.0
7086,pre,Digital Native,West,control,1963.31,44.0,357.59000000000003
7086,post,Digital Native,West,control,3557.8,56.0,687.01
7087,pre,Mainstream,Southeast,control,452.25,7.0,20.26
7087,post,Mainstream,Southeast,control,1129.87,12.0,92.2
7088,pre,Budget Occasional,Northeast,treatment,1021.24,21.0,120.58
7088,post,Budget Occasional,Northeast,treatment,1035.73,24.0,75.89
7089,pre,Budget Occasional,West,control,367.48,14.0,90.04
7089,post,Budget Occasional,West,control,1114.48,19.0,38.31
7090,pre,Budget Occasional,Northeast,treatment,219.8,7.0,78.48
7090,post,Budget Occasional,Northeast,treatment,350.48,11.0,75.72
7091,pre,Dormant Reactivation,Southwest,treatment,182.38,5.0,0.0
7091,post,Dormant Reactivation,Southwest,treatment,11.13,1.0,0.0
7092,pre,Dormant Reactivation,Southeast,treatment,228.64,8.0,30.4
7092,post,Dormant Reactivation,Southeast,treatment,230.49,7.0,37.54
7093,pre,Mainstream,Southwest,control,1702.85,24.0,249.12
7093,post,Mainstream,Southwest,control,887.9399999999999,23.0,240.87
7094,pre,Budget Occasional,West,treatment,378.55,5.0,0.0
7094,post,Budget Occasional,West,treatment,350.39,10.0,127.38
7095,pre,Digital Native,Southeast,treatment,947.66,22.0,222.52
7095,post,Digital Native,Southeast,treatment,1710.78,32.0,263.76
7096,pre,Dormant Reactivation,Southeast,control,167.13,7.0,56.51
7096,post,Dormant Reactivation,Southeast,control,505.89,6.0,25.55
7097,pre,Digital Native,Northeast,treatment,824.43,19.0,364.09
7097,post,Digital Native,Northeast,treatment,1098.85,23.0,171.31
7098,pre,Dormant Reactivation,Southwest,treatment,41.04,2.0,0.0
7098,post,Dormant Reactivation,Southwest,treatment,76.43,3.0,0.0
7099,pre,Affluent Frequent,Southeast,treatment,5420.43,67.0,899.65
7099,post,Affluent Frequent,Southeast,treatment,8159.96,85.0,2041.53
7100,pre,Mainstream,Midwest,control,723.86,11.0,159.45
7100,post,Mainstream,Midwest,control,675.67,7.0,126.28
7101,pre,Dormant Reactivation,Northeast,treatment,174.73,3.0,0.0
7101,post,Dormant Reactivation,Northeast,treatment,172.47,4.0,27.07
7102,pre,Mainstream,West,treatment,1573.37,21.0,212.35
7102,post,Mainstream,West,treatment,1466.17,21.0,304.45
7103,pre,Digital Native,Southeast,treatment,1103.02,30.0,210.96
7103,post,Digital Native,Southeast,treatment,2070.13,43.0,565.42
7104,pre,Budget Occasional,Midwest,control,598.57,16.0,78.64
7104,post,Budget Occasional,Midwest,control,330.83,14.0,65.39
7105,pre,Mainstream,Southwest,treatment,2009.3,35.0,183.01
7105,post,Mainstream,Southwest,treatment,2240.53,44.0,240.08
7106,pre,Affluent Frequent,Southeast,treatment,2801.91,31.0,524.42
7106,post,Affluent Frequent,Southeast,treatment,2603.94,30.0,389.88
7107,pre,Mainstream,Southeast,control,1858.41,37.0,366.36
7107,post,Mainstream,Southeast,control,1891.03,38.0,440.88
7108,pre,Digital Native,Northeast,control,2017.55,32.0,448.0
7108,post,Digital Native,Northeast,control,2223.27,57.0,620.8
7109,pre,Affluent Frequent,Midwest,control,4067.16,49.0,932.83
7109,post,Affluent Frequent,Midwest,control,4411.08,58.0,708.8
7110,pre,Mainstream,Southeast,control,224.5,5.0,114.31
7110,post,Mainstream,Southeast,control,339.26,7.0,42.63
7111,pre,Budget Occasional,Northeast,treatment,259.34,8.0,46.35
7111,post,Budget Occasional,Northeast,treatment,309.96,10.0,51.58
7112,pre,Affluent Frequent,Southeast,treatment,4945.3,56.0,1235.85
7112,post,Affluent Frequent,Southeast,treatment,5205.25,55.0,530.8
7113,pre,Mainstream,Northeast,treatment,2136.74,22.0,296.91
7113,post,Mainstream,Northeast,treatment,1726.97,23.0,102.84
7114,pre,Mainstream,West,control,2429.53,32.0,173.01
7114,post,Mainstream,West,control,1634.54,29.0,303.22
7115,pre,Budget Occasional,West,control,423.52,10.0,74.93
7115,post,Budget Occasional,West,control,604.86,11.0,0.0
7116,pre,Mainstream,Midwest,treatment,613.57,9.0,54.02
7116,post,Mainstream,Midwest,treatment,461.78,10.0,60.62
7117,pre,Digital Native,Midwest,treatment,743.47,24.0,151.55
7117,post,Digital Native,Midwest,treatment,1135.76,24.0,249.04
7118,pre,Digital Native,Southeast,control,976.35,22.0,250.34
7118,post,Digital Native,Southeast,control,1281.84,34.0,228.27
7119,pre,Digital Native,Northeast,control,2074.14,47.0,473.76
7119,post,Digital Native,Northeast,control,1787.76,47.0,745.25
7120,pre,Budget Occasional,West,treatment,123.48,4.0,12.15
7120,post,Budget Occasional,West,treatment,196.7,4.0,22.92
7121,pre,Budget Occasional,Southeast,control,599.74,11.0,105.31
7121,post,Budget Occasional,Southeast,control,227.8,9.0,31.21
7122,pre,Affluent Frequent,Midwest,control,4103.99,44.0,602.78
7122,post,Affluent Frequent,Midwest,control,5339.87,49.0,1154.72
7123,pre,Digital Native,Southwest,control,756.02,16.0,70.85
7123,post,Digital Native,Southwest,control,743.46,21.0,164.76
7124,pre,Dormant Reactivation,Southeast,treatment,177.44,6.0,69.03999999999999
7124,post,Dormant Reactivation,Southeast,treatment,91.03,4.0,63.95
7125,pre,Mainstream,Southeast,treatment,548.25,14.0,111.02
7125,post,Mainstream,Southeast,treatment,713.62,9.0,0.0
7126,pre,Affluent Frequent,Midwest,treatment,1037.82,11.0,110.18
7126,post,Affluent Frequent,Midwest,treatment,977.71,10.0,567.66
7127,pre,Digital Native,Northeast,control,3373.09,72.0,631.79
7127,post,Digital Native,Northeast,control,4233.82,84.0,950.97
7128,pre,Affluent Frequent,Southwest,control,4265.9,40.0,574.68
7128,post,Affluent Frequent,Southwest,control,3658.3,33.0,596.21
7129,pre,Digital Native,West,control,1651.87,34.0,411.93
7129,post,Digital Native,West,control,1132.34,30.0,371.99
7130,pre,Digital Native,Southeast,treatment,1322.88,38.0,386.57
7130,post,Digital Native,Southeast,treatment,1278.58,30.0,425.68
7131,pre,Affluent Frequent,Southeast,treatment,2363.34,20.0,364.42
7131,post,Affluent Frequent,Southeast,treatment,1588.39,18.0,556.52
7132,pre,Mainstream,West,treatment,999.68,16.0,167.13
7132,post,Mainstream,West,treatment,803.5600000000001,20.0,312.35
7133,pre,Dormant Reactivation,Southwest,treatment,51.91,1.0,0.0
7133,post,Dormant Reactivation,Southwest,treatment,133.23,4.0,32.61
7134,pre,Digital Native,Southeast,control,1190.49,23.0,404.15
7134,post,Digital Native,Southeast,control,1228.49,27.0,120.23
7135,pre,Budget Occasional,West,treatment,559.1800000000001,12.0,50.28
7135,post,Budget Occasional,West,treatment,254.86,10.0,79.47
7136,pre,Digital Native,Midwest,control,2362.68,51.0,499.53
7136,post,Digital Native,Midwest,control,1715.93,46.0,444.62
7137,pre,Mainstream,Midwest,control,2127.11,32.0,344.82
7137,post,Mainstream,Midwest,control,2588.49,42.0,431.43
7138,pre,Digital Native,West,control,768.74,20.0,266.26
7138,post,Digital Native,West,control,1311.34,26.0,198.18
7139,pre,Mainstream,Southeast,control,1119.45,19.0,259.52
7139,post,Mainstream,Southeast,control,1295.52,24.0,273.59000000000003
7140,pre,Dormant Reactivation,Southeast,control,57.61,2.0,0.0
7140,post,Dormant Reactivation,Southeast,control,366.74,10.0,59.5
7141,pre,Budget Occasional,West,treatment,466.98,12.0,39.73
7141,post,Budget Occasional,West,treatment,452.83,14.0,69.26
7142,pre,Digital Native,Midwest,control,822.49,16.0,310.35
7142,post,Digital Native,Midwest,control,681.12,15.0,249.06
7143,pre,Budget Occasional,Southeast,treatment,231.98,8.0,32.510000000000005
7143,post,Budget Occasional,Southeast,treatment,130.71,5.0,0.0
7144,pre,Affluent Frequent,Southeast,treatment,8536.15,98.0,1437.56
7144,post,Affluent Frequent,Southeast,treatment,7145.37,82.0,2172.17
7145,pre,Budget Occasional,Northeast,control,468.44,15.0,73.61
7145,post,Budget Occasional,Northeast,control,685.87,16.0,35.81
7146,pre,Digital Native,Midwest,control,947.93,23.0,77.53
7146,post,Digital Native,Midwest,control,1329.56,34.0,304.82
7147,pre,Mainstream,Southeast,treatment,1723.96,29.0,411.23
7147,post,Mainstream,Southeast,treatment,2718.17,43.0,308.15
7148,pre,Affluent Frequent,Midwest,treatment,3285.51,43.0,1043.31
7148,post,Affluent Frequent,Midwest,treatment,3092.9,40.0,1045.63
7149,pre,Dormant Reactivation,Southwest,treatment,89.80000000000001,3.0,0.0
7149,post,Dormant Reactivation,Southwest,treatment,125.68,3.0,0.0
7150,pre,Mainstream,Southeast,treatment,935.46,12.0,23.97
7150,post,Mainstream,Southeast,treatment,582.73,12.0,66.73
7151,pre,Affluent Frequent,Midwest,treatment,7733.81,100.0,1870.14
7151,post,Affluent Frequent,Midwest,treatment,8031.17,98.0,2208.2
7152,pre,Budget Occasional,Northeast,treatment,178.7,7.0,0.0
7152,post,Budget Occasional,Northeast,treatment,740.7,11.0,102.46
7153,pre,Mainstream,Midwest,treatment,2224.85,36.0,252.4
7153,post,Mainstream,Midwest,treatment,2450.49,39.0,457.49
7154,pre,Mainstream,Southwest,treatment,1491.99,25.0,209.41
7154,post,Mainstream,Southwest,treatment,1250.09,29.0,187.49
7155,pre,Budget Occasional,West,control,737.79,12.0,32.82
7155,post,Budget Occasional,West,control,647.0699999999999,8.0,36.04
7156,pre,Budget Occasional,Southeast,control,32.94,4.0,4.75
7156,post,Budget Occasional,Southeast,control,392.32,11.0,16.32
7157,pre,Affluent Frequent,Midwest,control,3166.92,32.0,643.63
7157,post,Affluent Frequent,Midwest,control,1896.29,23.0,337.67
7158,pre,Mainstream,Midwest,control,2160.05,27.0,83.52
7158,post,Mainstream,Midwest,control,1882.21,36.0,369.3
7159,pre,Digital Native,Northeast,control,1511.19,43.0,580.8
7159,post,Digital Native,Northeast,control,2968.59,50.0,617.56
7160,pre,Digital Native,Southeast,treatment,1167.84,36.0,221.82
7160,post,Digital Native,Southeast,treatment,1200.11,33.0,366.57
7161,pre,Affluent Frequent,West,treatment,5800.39,47.0,1158.76
7161,post,Affluent Frequent,West,treatment,5727.98,43.0,927.58
7162,pre,Mainstream,West,treatment,955.96,16.0,217.51
7162,post,Mainstream,West,treatment,964.72,20.0,177.60000000000002
7163,pre,Digital Native,Northeast,control,719.69,13.0,137.75
7163,post,Digital Native,Northeast,control,1316.49,32.0,264.4
7164,pre,Affluent Frequent,Midwest,control,4134.67,52.0,916.52
7164,post,Affluent Frequent,Midwest,control,3339.58,41.0,787.11
7165,pre,Mainstream,Southwest,control,2629.09,51.0,276.21
7165,post,Mainstream,Southwest,control,1920.73,39.0,323.51
7166,pre,Budget Occasional,Southeast,control,215.32,7.0,19.32
7166,post,Budget Occasional,Southeast,control,298.47,9.0,131.77
7167,pre,Budget Occasional,Southeast,treatment,858.01,14.0,38.23
7167,post,Budget Occasional,Southeast,treatment,372.92,10.0,8.72
7168,pre,Affluent Frequent,West,control,6092.26,62.0,1519.67
7168,post,Affluent Frequent,West,control,5149.4800000000005,44.0,1162.71
7169,pre,Digital Native,West,treatment,392.65,13.0,134.43
7169,post,Digital Native,West,treatment,1121.06,26.0,459.25
7170,pre,Budget Occasional,Midwest,treatment,35.02,2.0,14.32
7170,post,Budget Occasional,Midwest,treatment,38.56,2.0,17.03
7171,pre,Mainstream,Northeast,control,3389.86,43.0,429.21
7171,post,Mainstream,Northeast,control,1869.79,29.0,193.19
7172,pre,Budget Occasional,Southeast,control,287.84,10.0,16.1
7172,post,Budget Occasional,Southeast,control,279.72,13.0,0.0
7173,pre,Budget Occasional,Southeast,control,114.12,3.0,0.0
7173,post,Budget Occasional,Southeast,control,223.73,7.0,53.39
7174,pre,Mainstream,Northeast,treatment,885.17,13.0,232.13
7174,post,Mainstream,Northeast,treatment,1100.02,18.0,213.78
7175,pre,Dormant Reactivation,Southwest,treatment,320.81,8.0,99.08
7175,post,Dormant Reactivation,Southwest,treatment,394.26,9.0,33.19
7176,pre,Affluent Frequent,Northeast,control,2360.58,24.0,645.65
7176,post,Affluent Frequent,Northeast,control,3938.71,38.0,565.28
7177,pre,Budget Occasional,Northeast,treatment,381.5,13.0,29.71
7177,post,Budget Occasional,Northeast,treatment,801.42,22.0,30.34
7178,pre,Mainstream,Southwest,control,278.42,4.0,25.18
7178,post,Mainstream,Southwest,control,325.22,11.0,76.12
7179,pre,Budget Occasional,Southeast,treatment,199.47,8.0,8.04
7179,post,Budget Occasional,Southeast,treatment,178.44,4.0,0.0
7180,pre,Mainstream,Midwest,treatment,2674.02,45.0,411.12
7180,post,Mainstream,Midwest,treatment,2628.69,45.0,478.2
7181,pre,Affluent Frequent,Northeast,control,2765.37,24.0,419.83
7181,post,Affluent Frequent,Northeast,control,2842.58,30.0,553.2
7182,pre,Affluent Frequent,Southeast,control,2738.98,28.0,649.04
7182,post,Affluent Frequent,Southeast,control,3069.01,35.0,580.16
7183,pre,Dormant Reactivation,Midwest,control,571.51,9.0,0.0
7183,post,Dormant Reactivation,Midwest,control,347.32,5.0,0.0
7184,pre,Affluent Frequent,Southeast,treatment,2584.38,24.0,449.79
7184,post,Affluent Frequent,Southeast,treatment,2973.91,29.0,483.44000000000005
7185,pre,Dormant Reactivation,Midwest,control,706.24,6.0,67.32
7185,post,Dormant Reactivation,Midwest,control,56.28,1.0,0.0
7186,pre,Budget Occasional,West,control,406.89,7.0,34.21
7186,post,Budget Occasional,West,control,276.66,9.0,68.01
7187,pre,Dormant Reactivation,Midwest,treatment,95.77,2.0,29.95
7187,post,Dormant Reactivation,Midwest,treatment,240.86,8.0,65.67
7188,pre,Mainstream,Southeast,treatment,509.22,10.0,116.47
7188,post,Mainstream,Southeast,treatment,788.75,13.0,110.73
7189,pre,Mainstream,Northeast,control,996.27,13.0,312.93
7189,post,Mainstream,Northeast,control,1588.73,18.0,332.98
7190,pre,Mainstream,Southeast,control,1527.64,24.0,176.77
7190,post,Mainstream,Southeast,control,1753.5,33.0,389.7600000000001
7191,pre,Digital Native,Midwest,control,1141.24,15.0,99.46
7191,post,Digital Native,Midwest,control,782.64,17.0,61.75
7192,pre,Mainstream,Southwest,treatment,586.73,15.0,164.86
7192,post,Mainstream,Southwest,treatment,1258.7,25.0,390.51
7193,pre,Mainstream,West,control,2719.31,34.0,116.38
7193,post,Mainstream,West,control,2106.41,35.0,608.35
7194,pre,Budget Occasional,Southeast,control,438.62,10.0,17.94
7194,post,Budget Occasional,Southeast,control,343.56,11.0,68.45
7195,pre,Digital Native,West,treatment,1529.13,37.0,433.78
7195,post,Digital Native,West,treatment,1874.03,41.0,450.29
7196,pre,Mainstream,Northeast,control,2492.19,35.0,365.42
7196,post,Mainstream,Northeast,control,2809.42,39.0,381.96
7197,pre,Affluent Frequent,West,treatment,1355.37,16.0,359.25
7197,post,Affluent Frequent,West,treatment,1020.66,12.0,429.08
7198,pre,Budget Occasional,Southwest,control,477.74,8.0,0.0
7198,post,Budget Occasional,Southwest,control,350.59,11.0,22.31
7199,pre,Dormant Reactivation,Southeast,control,226.6,6.0,72.8
7199,post,Dormant Reactivation,Southeast,control,92.27,4.0,17.72
7200,pre,Dormant Reactivation,Southwest,treatment,160.7,6.0,0.0
7200,post,Dormant Reactivation,Southwest,treatment,588.68,17.0,78.45
7201,pre,Mainstream,Southeast,treatment,601.57,11.0,82.51
7201,post,Mainstream,Southeast,treatment,1045.67,16.0,174.54
7202,pre,Mainstream,Northeast,control,1300.68,16.0,96.76
7202,post,Mainstream,Northeast,control,1347.44,17.0,149.22
7203,pre,Budget Occasional,Southeast,control,221.03000000000003,9.0,80.35
7203,post,Budget Occasional,Southeast,control,143.07,7.0,30.77
7204,pre,Budget Occasional,Southeast,treatment,333.02,9.0,24.3
7204,post,Budget Occasional,Southeast,treatment,943.89,19.0,56.16
7205,pre,Digital Native,Southeast,control,1961.73,39.0,501.69
7205,post,Digital Native,Southeast,control,1127.74,35.0,288.02
7206,pre,Mainstream,Southeast,treatment,1144.9,18.0,93.5
7206,post,Mainstream,Southeast,treatment,1854.8,19.0,100.48
7207,pre,Dormant Reactivation,Southeast,control,112.1,4.0,0.0
7207,post,Dormant Reactivation,Southeast,control,144.26,4.0,0.0
7208,pre,Budget Occasional,Midwest,treatment,381.09,13.0,67.47
7208,post,Budget Occasional,Midwest,treatment,334.07,17.0,40.49
7209,pre,Budget Occasional,Northeast,treatment,293.7,10.0,21.0
7209,post,Budget Occasional,Northeast,treatment,254.92,7.0,29.24
7210,pre,Mainstream,West,control,1881.28,23.0,15.94
7210,post,Mainstream,West,control,1292.76,20.0,295.92999999999995
7211,pre,Dormant Reactivation,Southeast,treatment,171.4,5.0,0.0
7211,post,Dormant Reactivation,Southeast,treatment,408.88,10.0,8.63
7212,pre,Affluent Frequent,Southwest,control,2446.58,28.0,406.21
7212,post,Affluent Frequent,Southwest,control,3560.1,40.0,1058.68
7213,pre,Mainstream,Southeast,treatment,529.2,5.0,0.0
7213,post,Mainstream,Southeast,treatment,740.69,10.0,19.85
7214,pre,Digital Native,Southwest,treatment,1062.21,30.0,288.88
7214,post,Digital Native,Southwest,treatment,1216.36,29.0,296.33
7215,pre,Mainstream,Southeast,control,1320.77,27.0,168.76999999999998
7215,post,Mainstream,Southeast,control,2898.72,42.0,290.08
7216,pre,Budget Occasional,Southeast,treatment,185.11,4.0,25.52
7216,post,Budget Occasional,Southeast,treatment,88.85,1.0,0.0
7217,pre,Affluent Frequent,Southwest,control,2094.15,25.0,724.09
7217,post,Affluent Frequent,Southwest,control,1794.48,25.0,450.87
7218,pre,Budget Occasional,Southwest,treatment,540.95,12.0,12.87
7218,post,Budget Occasional,Southwest,treatment,651.78,20.0,95.47
7219,pre,Affluent Frequent,Southeast,control,1841.05,24.0,459.03
7219,post,Affluent Frequent,Southeast,control,2828.9,25.0,555.57
7220,pre,Digital Native,Southwest,treatment,1862.47,37.0,367.32
7220,post,Digital Native,Southwest,treatment,1008.33,38.0,408.94
7221,pre,Affluent Frequent,West,control,7207.87,77.0,1738.63
7221,post,Affluent Frequent,West,control,7475.22,62.0,1333.86
7222,pre,Budget Occasional,Southeast,treatment,162.3,2.0,8.94
7222,post,Budget Occasional,Southeast,treatment,189.43,8.0,30.68
7223,pre,Mainstream,Midwest,control,410.72,6.0,39.18
7223,post,Mainstream,Midwest,control,468.78,10.0,34.72
7224,pre,Digital Native,Southwest,control,637.04,20.0,163.22
7224,post,Digital Native,Southwest,control,754.2,26.0,372.36
7225,pre,Affluent Frequent,Northeast,treatment,5875.13,65.0,1776.97
7225,post,Affluent Frequent,Northeast,treatment,7184.2,69.0,1528.21
7226,pre,Dormant Reactivation,West,treatment,666.75,9.0,58.92
7226,post,Dormant Reactivation,West,treatment,156.75,3.0,0.0
7227,pre,Mainstream,West,control,1147.2,14.0,250.14
7227,post,Mainstream,West,control,1002.99,18.0,65.69
7228,pre,Digital Native,Southeast,control,659.81,17.0,240.12
7228,post,Digital Native,Southeast,control,791.23,20.0,119.82
