customer_id,segment,region,group,tenure_months,activity_index
7558,Mainstream,West,control,79,1.8574
7559,Affluent Frequent,Midwest,control,23,1.1481
7560,Mainstream,Southeast,control,9,1.4986
7561,Mainstream,Southeast,treatment,25,0.9524
7562,Mainstream,Northeast,treatment,28,0.7514
7563,Mainstream,Northeast,treatment,118,0.5629
7564,Budget Occasional,West,treatment,13,0.9527
7565,Mainstream,Midwest,treatment,102,1.1515
7566,Mainstream,West,treatment,116,0.8225
7567,Budget Occasional,West,treatment,63,1.7688
7568,Mainstream,Southeast,treatment,71,0.7583
7569,Affluent Frequent,West,control,10,1.8307
7570,Mainstream,Southwest,control,62,0.6415
7571,Dormant Reactivation,Southwest,control,91,1.562
7572,Mainstream,Southeast,treatment,13,0.5026
7573,Budget Occasional,Southwest,control,56,1.8306
7574,Budget Occasional,Northeast,treatment,76,1.7547
7575,Digital Native,West,control,50,2.0052
7576,Dormant Reactivation,Southwest,treatment,28,1.0262
7577,Digital Native,West,control,37,1.2756
7578,Mainstream,West,treatment,91,1.0344
7579,Dormant Reactivation,Midwest,treatment,21,0.4859
7580,Mainstream,Midwest,treatment,95,0.7445
7581,Budget Occasional,West,control,39,1.0118
7582,Dormant Reactivation,West,treatment,75,0.8436
7583,Mainstream,West,control,29,0.8624
7584,Digital Native,West,treatment,96,0.3114
7585,Affluent Frequent,Southeast,treatment,43,0.6004
7586,Dormant Reactivation,Southeast,control,80,0.703
7587,Affluent Frequent,Southeast,treatment,43,0.358
7588,Budget Occasional,Northeast,control,82,0.3979
7589,Digital Native,Midwest,control,37,1.3117
7590,Mainstream,West,control,109,0.9443
7591,Affluent Frequent,Northeast,control,45,1.1475
7592,Dormant Reactivation,Midwest,treatment,98,0.5684
7593,Budget Occasional,Northeast,treatment,52,0.7569
7594,Mainstream,West,treatment,111,0.434
7595,Mainstream,Midwest,control,8,1.5005
7596,Mainstream,Southwest,treatment,63,1.1331
7597,Mainstream,Midwest,control,32,0.8869
7598,Budget Occasional,Northeast,treatment,32,0.5896
7599,Mainstream,Midwest,control,20,1.1922
7600,Budget Occasional,Southeast,treatment,96,0.2109
7601,Mainstream,West,treatment,57,0.9733
7602,Dormant Reactivation,Northeast,treatment,83,1.5166
7603,Mainstream,Midwest,control,47,0.542
7604,Mainstream,West,treatment,43,0.8508
7605,Budget Occasional,Midwest,treatment,23,0.9558
7606,Affluent Frequent,Midwest,control,40,0.9681
7607,Affluent Frequent,Southeast,control,114,0.8322
7608,Mainstream,Southeast,control,76,0.7505
7609,Affluent Frequent,Northeast,control,107,0.8592
7610,Digital Native,Southeast,control,117,0.9298
7611,Mainstream,Northeast,control,43,0.44
7612,Affluent Frequent,Southeast,treatment,99,0.609
7613,Mainstream,Southwest,control,31,0.4098
7614,Dormant Reactivation,Southeast,treatment,106,1.0255
7615,Digital Native,Southeast,treatment,93,1.6951
7616,Mainstream,West,control,38,1.3775
7617,Affluent Frequent,Northeast,control,78,0.5069
7618,Mainstream,West,treatment,101,0.4751
7619,Affluent Frequent,Southeast,treatment,31,0.5959
7620,Budget Occasional,Southwest,control,15,0.4714
7621,Digital Native,Southwest,treatment,68,0.954
7622,Dormant Reactivation,Southwest,control,105,0.3602
7623,Mainstream,Southwest,treatment,47,1.7997
7624,Mainstream,Southwest,treatment,48,1.6476
7625,Budget Occasional,Northeast,control,14,0.6232
7626,Budget Occasional,Midwest,control,26,2.6606
7627,Mainstream,Southeast,control,60,0.6248
7628,Dormant Reactivation,Northeast,treatment,110,1.023
7629,Affluent Frequent,Southwest,control,103,0.3642
7630,Affluent Frequent,Southeast,treatment,44,2.0557
7631,Budget Occasional,Southeast,control,86,0.5051
7632,Digital Native,Northeast,control,117,0.298
7633,Budget Occasional,West,treatment,36,0.4528
7634,Digital Native,Northeast,treatment,70,0.9851
7635,Budget Occasional,Midwest,treatment,80,0.5284
7636,Dormant Reactivation,Southeast,control,42,0.9302
7637,Dormant Reactivation,West,control,23,1.1327
7638,Affluent Frequent,West,control,68,0.9858
7639,Budget Occasional,Southeast,treatment,75,0.4761
7640,Budget Occasional,Midwest,treatment,45,0.8254
7641,Mainstream,Southwest,control,114,1.2252
7642,Budget Occasional,West,treatment,26,0.7937
7643,Digital Native,Northeast,control,67,0.9694
7644,Mainstream,Midwest,treatment,25,1.1379
7645,Affluent Frequent,Northeast,treatment,27,0.7516
7646,Dormant Reactivation,Northeast,treatment,89,0.6612
7647,Mainstream,West,treatment,118,0.4107
7648,Digital Native,Southeast,control,93,1.8051
7649,Budget Occasional,Northeast,control,31,1.4522
7650,Mainstream,Northeast,control,79,1.0196
7651,Mainstream,Midwest,control,44,0.7485
7652,Budget Occasional,Midwest,treatment,18,0.8533
7653,Affluent Frequent,Southeast,treatment,109,0.8494
7654,Mainstream,Southeast,treatment,18,0.6173
7655,Digital Native,West,control,42,1.3075
7656,Budget Occasional,West,treatment,57,1.1969
7657,Digital Native,West,control,87,0.8266
7658,Budget Occasional,Southeast,treatment,41,0.7618
7659,Affluent Frequent,West,treatment,62,0.6236
7660,Affluent Frequent,Northeast,control,53,0.3287
7661,Budget Occasional,Midwest,control,4,0.769
7662,Digital Native,West,control,71,1.7248
7663,Dormant Reactivation,Midwest,control,110,1.1077
7664,Mainstream,Southeast,control,40,0.9237
7665,Digital Native,Southeast,control,79,0.9032
7666,Budget Occasional,West,control,72,0.8644
7667,Mainstream,Southeast,control,107,1.0469
7668,Dormant Reactivation,Northeast,control,17,0.5746
7669,Affluent Frequent,Midwest,control,85,0.4275
7670,Affluent Frequent,West,treatment,48,0.5115
7671,Digital Native,Midwest,control,70,1.4297
7672,Budget Occasional,Southwest,control,119,1.5559
7673,Affluent Frequent,Southwest,treatment,52,0.6938
7674,Mainstream,Midwest,treatment,7,1.1677
7675,Budget Occasional,Southwest,control,73,0.2121
7676,Mainstream,West,control,58,1.0301
7677,Budget Occasional,Southeast,control,52,0.9368
7678,Digital Native,Southeast,control,37,2.2978
7679,Budget Occasional,West,treatment,10,0.6935
7680,Budget Occasional,Northeast,treatment,53,1.4628
7681,Digital Native,Northeast,treatment,76,0.6994
7682,Affluent Frequent,West,treatment,112,1.8591
7683,Budget Occasional,West,treatment,92,0.6297
7684,Budget Occasional,Southeast,control,17,1.6268
7685,Mainstream,West,control,55,0.7815
7686,Digital Native,West,control,117,1.3078
7687,Mainstream,Southeast,control,98,1.8512
7688,Dormant Reactivation,West,treatment,4,1.7338
7689,Dormant Reactivation,Midwest,treatment,36,0.333
7690,Digital Native,Southeast,treatment,12,1.515
7691,Affluent Frequent,Northeast,control,37,2.3367
7692,Mainstream,Southeast,control,89,1.1235
7693,Mainstream,Midwest,control,112,1.2336
7694,Affluent Frequent,Southeast,control,13,1.4207
7695,Budget Occasional,Southeast,treatment,35,0.512
7696,Mainstream,Southwest,treatment,53,1.2175
7697,Budget Occasional,Southwest,control,75,0.9032
7698,Mainstream,Southeast,treatment,38,1.2153
7699,Dormant Reactivation,Southeast,control,107,0.3829
7700,Digital Native,Midwest,control,88,0.6047
7701,Budget Occasional,West,control,55,0.5303
7702,Affluent Frequent,Southwest,treatment,98,0.7234
7703,Affluent Frequent,Northeast,treatment,27,0.586
7704,Affluent Frequent,Southeast,control,18,0.8528
7705,Budget Occasional,West,control,61,1.5924
7706,Mainstream,Southeast,control,119,1.2493
7707,Mainstream,Northeast,treatment,96,0.7661
7708,Mainstream,Northeast,treatment,89,0.5617
7709,Budget Occasional,Midwest,control,16,0.6262
7710,Budget Occasional,Southeast,treatment,67,0.6412
7711,Mainstream,Southeast,treatment,34,1.2494
7712,Digital Native,Midwest,control,77,0.9002
7713,Mainstream,Southwest,treatment,9,1.0853
7714,Dormant Reactivation,Southeast,treatment,102,1.1493
7715,Affluent Frequent,Midwest,control,79,0.7112
7716,Mainstream,Southwest,control,116,0.9142
7717,Dormant Reactivation,West,treatment,118,0.876
7718,Affluent Frequent,West,control,10,0.8503
7719,Mainstream,Northeast,treatment,68,0.7952
7720,Mainstream,Midwest,control,67,0.4537
7721,Budget Occasional,West,treatment,5,1.3316
7722,Digital Native,Southeast,control,61,0.3987
7723,Budget Occasional,Northeast,treatment,87,0.5791
7724,Dormant Reactivation,Southeast,control,52,0.5725
7725,Affluent Frequent,Southwest,treatment,98,0.5827
7726,Dormant Reactivation,Southwest,treatment,107,1.34
7727,Mainstream,West,control,48,1.0888
7728,Digital Native,Southeast,control,52,1.4642
7729,Mainstream,Northeast,control,10,0.9729
7730,Budget Occasional,West,control,88,1.1147
7731,Digital Native,Southwest,control,117,1.0713
7732,Affluent Frequent,West,control,102,1.1944
7733,Affluent Frequent,Southwest,treatment,20,0.6704
7734,Digital Native,West,treatment,95,1.0494
7735,Mainstream,Midwest,control,71,0.7873
7736,Budget Occasional,West,treatment,22,1.2706
7737,Budget Occasional,Southeast,treatment,47,0.8832
7738,Budget Occasional,West,control,41,0.9737
7739,Digital Native,West,control,82,1.0637
7740,Mainstream,West,treatment,67,0.7079
7741,Budget Occasional,Southeast,control,110,1.5699
7742,Digital Native,Midwest,treatment,105,1.5719
7743,Mainstream,Midwest,control,117,0.6992
7744,Dormant Reactivation,Southeast,treatment,101,1.0338
7745,Mainstream,Southeast,control,96,0.8786
7746,Mainstream,Midwest,treatment,108,0.8766
7747,Budget Occasional,Midwest,treatment,7,0.8157
7748,Affluent Frequent,West,control,107,0.753
7749,Digital Native,Southeast,treatment,75,1.7084
7750,Dormant Reactivation,Southeast,treatment,3,0.4399
7751,Budget Occasional,West,treatment,16,1.7069
7752,Mainstream,Southwest,control,28,0.1511
7753,Mainstream,Southeast,control,89,0.6881
7754,Affluent Frequent,West,treatment,101,4.098
7755,Mainstream,Midwest,control,46,1.0668
7756,Mainstream,Southeast,control,96,1.3454
7757,Digital Native,Northeast,control,66,1.1846
7758,Mainstream,Southeast,treatment,27,1.3648
7759,Affluent Frequent,Southeast,control,93,0.9376
7760,Mainstream,Southeast,control,109,1.089
7761,Budget Occasional,West,control,100,0.9269
7762,Mainstream,Southwest,control,94,0.5649
7763,Budget Occasional,Northeast,control,45,1.541
7764,Mainstream,Southwest,control,56,1.0884
7765,Budget Occasional,Northeast,treatment,60,1.3312
7766,Mainstream,West,treatment,115,0.4611
7767,Mainstream,Midwest,treatment,89,1.299
7768,Budget Occasional,West,treatment,116,1.1848
7769,Digital Native,West,treatment,20,0.561
7770,Digital Native,Northeast,treatment,39,1.3385
7771,Budget Occasional,West,treatment,82,0.3444
7772,Budget Occasional,Midwest,control,113,0.406
7773,Mainstream,West,control,82,0.6309
7774,Budget Occasional,West,treatment,62,1.0801
7775,Dormant Reactivation,Midwest,control,38,1.3203
7776,Digital Native,West,treatment,5,0.9176
7777,Mainstream,West,treatment,10,1.855
7778,Budget Occasional,Midwest,treatment,46,0.6946
7779,Digital Native,Southeast,treatment,17,0.6729
7780,Budget Occasional,Northeast,treatment,10,1.6311
7781,Mainstream,Southwest,control,105,1.136
7782,Mainstream,Northeast,treatment,54,1.1983
7783,Mainstream,Southwest,treatment,54,1.0978
7784,Affluent Frequent,Northeast,treatment,48,0.8267
7785,Dormant Reactivation,Northeast,control,39,1.2082
7786,Mainstream,Midwest,treatment,113,1.2095
7787,Affluent Frequent,West,treatment,17,0.3079
7788,Budget Occasional,Northeast,control,42,0.7737
7789,Dormant Reactivation,Northeast,treatment,36,0.6096
7790,Mainstream,West,treatment,105,0.6713
7791,Dormant Reactivation,Southwest,treatment,45,0.4927
7792,Mainstream,Southeast,treatment,74,0.6142
7793,Dormant Reactivation,West,control,5,0.7204
7794,Mainstream,Southeast,control,118,0.1977
7795,Affluent Frequent,Northeast,control,8,1.0809
7796,Digital Native,Southwest,control,59,0.28
7797,Budget Occasional,West,control,118,0.3407
7798,Budget Occasional,Midwest,treatment,116,0.6544
7799,Budget Occasional,Southeast,control,5,0.745
7800,Affluent Frequent,Southeast,control,90,1.1968
7801,Dormant Reactivation,Southwest,control,25,0.3895
7802,Affluent Frequent,Northeast,treatment,73,0.4117
7803,Mainstream,Southeast,control,105,0.2851
7804,Budget Occasional,West,control,28,0.6094
7805,Affluent Frequent,Southwest,treatment,76,0.7223
7806,Budget Occasional,West,control,16,0.6259
7807,Digital Native,Southeast,control,58,0.6093
7808,Mainstream,Northeast,treatment,55,0.4438
7809,Dormant Reactivation,Northeast,treatment,16,1.0656
7810,Affluent Frequent,West,control,91,0.7296
7811,Mainstream,Southeast,control,99,0.6374
7812,Mainstream,Southeast,control,83,0.7947
7813,Dormant Reactivation,Southwest,treatment,41,1.484
7814,Digital Native,Southeast,treatment,30,0.6697
7815,Mainstream,Southwest,treatment,98,0.606
7816,Affluent Frequent,Southeast,treatment,112,2.4655
7817,Budget Occasional,Northeast,treatment,112,0.5453
7818,Mainstream,Southeast,treatment,13,0.57
7819,Mainstream,Southeast,treatment,75,0.5639
7820,Mainstream,Midwest,treatment,35,0.6658
7821,Dormant Reactivation,Southwest,control,104,0.6555
7822,Budget Occasional,Northeast,treatment,4,0.8681
7823,Budget Occasional,West,treatment,82,1.2946
7824,Digital Native,Southeast,treatment,40,0.4452
7825,Affluent Frequent,West,treatment,98,1.2162
7826,Digital Native,Northeast,control,50,0.681
7827,Budget Occasional,Northeast,treatment,57,1.1021
7828,Budget Occasional,Southeast,control,89,1.8987
7829,Budget Occasional,Northeast,control,59,0.9624
7830,Mainstream,Southwest,treatment,65,1.6755
7831,Digital Native,Southwest,control,38,0.7607
7832,Digital Native,Southwest,control,86,0.8462
7833,Mainstream,Southwest,control,97,1.3036
7834,Mainstream,Midwest,control,74,0.4921
7835,Affluent Frequent,Midwest,control,21,1.2756
7836,Affluent Frequent,West,control,52,1.5749
7837,Mainstream,West,treatment,59,0.3996
7838,Affluent Frequent,West,treatment,67,0.9597
7839,Budget Occasional,Midwest,control,12,0.4732
7840,Affluent Frequent,West,control,98,0.6607
7841,Mainstream,Northeast,treatment,74,1.0408
7842,Mainstream,Southeast,treatment,51,0.5542
7843,Budget Occasional,West,treatment,92,1.5327
7844,Budget Occasional,Midwest,control,14,2.1185
7845,Mainstream,Southeast,treatment,40,0.2182
7846,Affluent Frequent,Southeast,treatment,55,1.4415
7847,Mainstream,Northeast,control,57,1.7557
7848,Budget Occasional,West,treatment,73,0.2567
7849,Budget Occasional,Southwest,treatment,19,0.5093
7850,Affluent Frequent,Midwest,treatment,94,1.3036
7851,Budget Occasional,Northeast,treatment,107,1.6603
7852,Affluent Frequent,West,control,7,0.4744
7853,Affluent Frequent,West,treatment,81,0.4066
7854,Affluent Frequent,Northeast,treatment,48,0.4917
7855,Digital Native,Midwest,control,20,1.6367
7856,Mainstream,Southeast,treatment,110,0.5236
7857,Budget Occasional,West,control,22,0.7825
7858,Affluent Frequent,Southwest,control,23,0.9297
7859,Digital Native,Southeast,treatment,47,0.8432
7860,Budget Occasional,West,treatment,118,0.5527
7861,Budget Occasional,West,control,7,0.9113
7862,Digital Native,West,control,52,1.0414
7863,Digital Native,Southwest,control,68,0.6988
7864,Affluent Frequent,Midwest,treatment,47,0.6458
7865,Budget Occasional,Northeast,control,64,0.6639
7866,Dormant Reactivation,Southeast,treatment,84,0.6079
7867,Mainstream,Northeast,treatment,11,0.6793
7868,Dormant Reactivation,West,treatment,86,1.0875
7869,Budget Occasional,Northeast,control,63,2.4099
7870,Mainstream,Southeast,control,115,1.1197
7871,Budget Occasional,West,treatment,38,1.2119
7872,Budget Occasional,Southeast,treatment,6,1.5641
7873,Affluent Frequent,Midwest,control,36,0.655
7874,Mainstream,Midwest,treatment,99,0.68
7875,Budget Occasional,West,control,106,1.0071
7876,Budget Occasional,Northeast,treatment,115,1.1777
7877,Mainstream,Northeast,treatment,33,1.57
7878,Dormant Reactivation,Southwest,control,41,0.8241
7879,Budget Occasional,Southeast,control,113,0.9964
7880,Mainstream,West,control,92,1.5627
7881,Affluent Frequent,Northeast,treatment,53,1.7989
7882,Affluent Frequent,Southeast,control,90,1.3523
7883,Affluent Frequent,Northeast,treatment,110,2.065
7884,Affluent Frequent,Southwest,control,43,1.0995
7885,Budget Occasional,Midwest,control,94,0.4412
7886,Affluent Frequent,West,control,4,0.3164
7887,Budget Occasional,Southeast,control,120,0.8108
7888,Mainstream,Southeast,treatment,16,0.7706
7889,Digital Native,West,control,39,1.2008
7890,Mainstream,Southeast,control,93,0.4387
7891,Dormant Reactivation,West,treatment,6,0.6034
7892,Mainstream,Southeast,treatment,62,2.1187
7893,Digital Native,Southeast,control,106,0.8962
7894,Affluent Frequent,Midwest,treatment,51,1.4347
7895,Digital Native,Southwest,control,78,0.5154
7896,Dormant Reactivation,Northeast,treatment,11,0.9168
7897,Digital Native,Southwest,control,84,0.9048
7898,Budget Occasional,West,treatment,56,1.1096
7899,Dormant Reactivation,Northeast,control,32,1.4003
7900,Mainstream,West,treatment,60,0.9626
7901,Mainstream,West,treatment,37,0.7222
7902,Digital Native,Southeast,treatment,100,1.12
7903,Mainstream,Northeast,treatment,32,0.8655
7904,Affluent Frequent,Southwest,control,25,1.7344
7905,Budget Occasional,Southeast,control,25,0.6837
7906,Digital Native,Northeast,control,68,0.8525
7907,Dormant Reactivation,Southeast,treatment,119,0.6245
7908,Budget Occasional,West,treatment,88,0.9284
7909,Dormant Reactivation,Southeast,treatment,21,0.8638
7910,Dormant Reactivation,Southwest,treatment,92,0.5161
7911,Budget Occasional,Midwest,treatment,108,0.9516
7912,Affluent Frequent,Northeast,treatment,11,0.4012
7913,Budget Occasional,West,treatment,70,1.2026
7914,Mainstream,Southeast,treatment,12,1.1645
7915,Mainstream,Northeast,control,53,0.7695
7916,Mainstream,Southwest,control,68,0.7062
7917,Mainstream,Northeast,control,83,1.0367
7918,Digital Native,Northeast,treatment,107,0.6467
7919,Affluent Frequent,Southwest,control,44,1.5132
7920,Budget Occasional,Northeast,treatment,83,0.4877
7921,Budget Occasional,Southeast,control,101,0.6958
7922,Mainstream,Southeast,treatment,73,2.9237
7923,Dormant Reactivation,Southeast,treatment,44,0.7103
7924,Affluent Frequent,Southeast,control,11,0.7293
7925,Mainstream,Northeast,control,52,1.5619
7926,Digital Native,Southwest,control,110,2.0019
7927,Mainstream,West,treatment,26,0.2536
7928,Budget Occasional,Southwest,control,113,1.0654
7929,Affluent Frequent,West,control,16,1.0893
7930,Digital Native,Southeast,treatment,103,0.8605
7931,Mainstream,Southwest,control,67,0.4715
7932,Mainstream,Southeast,control,108,1.4051
7933,Budget Occasional,Southwest,control,7,0.3595
7934,Budget Occasional,Southeast,control,85,1.0832
7935,Digital Native,Midwest,treatment,15,0.8223
7936,Mainstream,West,treatment,66,0.4385
7937,Mainstream,West,treatment,24,0.9708
7938,Affluent Frequent,Midwest,treatment,59,0.5606
7939,Budget Occasional,Northeast,treatment,15,0.952
7940,Dormant Reactivation,Northeast,control,27,0.5227
7941,Mainstream,Midwest,control,32,0.2799
7942,Affluent Frequent,Midwest,treatment,105,0.7237
7943,Affluent Frequent,Midwest,control,74,0.8098
7944,Mainstream,West,treatment,88,1.2425
7945,Affluent Frequent,Northeast,treatment,58,0.5806
7946,Dormant Reactivation,Southwest,control,25,1.4269
7947,Budget Occasional,Southeast,treatment,17,1.0344
7948,Affluent Frequent,Midwest,treatment,97,1.154
7949,Budget Occasional,Southeast,treatment,24,0.7981
7950,Budget Occasional,West,treatment,100,0.6834
7951,Digital Native,West,control,38,1.0779
7952,Budget Occasional,Southeast,control,89,2.1573
7953,Budget Occasional,Southwest,control,53,0.3602
7954,Mainstream,Midwest,control,104,1.092
7955,Budget Occasional,Midwest,treatment,19,1.6225
7956,Budget Occasional,Southwest,control,75,1.3624
7957,Mainstream,Midwest,control,51,0.7057
7958,Mainstream,Southwest,control,64,0.2713
7959,Mainstream,Midwest,treatment,104,0.6984
7960,Mainstream,Southwest,control,102,1.2494
7961,Digital Native,Southeast,treatment,14,0.7387
7962,Mainstream,Midwest,control,60,0.863
7963,Mainstream,Northeast,treatment,69,1.2585
7964,Digital Native,Northeast,treatment,17,0.6516
7965,Dormant Reactivation,Southeast,control,32,1.2489
7966,Affluent Frequent,Northeast,control,41,0.7604
7967,Digital Native,Northeast,treatment,112,0.9396
7968,Dormant Reactivation,Southeast,control,63,0.7783
7969,Affluent Frequent,Southeast,control,42,1.1351
7970,Dormant Reactivation,Midwest,treatment,22,0.402
7971,Digital Native,Southwest,treatment,62,0.6368
7972,Affluent Frequent,Southeast,control,25,0.4015
7973,Budget Occasional,Southwest,control,14,0.5785
7974,Digital Native,Southwest,treatment,87,1.2879
7975,Digital Native,Northeast,treatment,40,0.9396
7976,Affluent Frequent,Southeast,treatment,74,2.2726
7977,Dormant Reactivation,Northeast,control,68,1.0316
7978,Mainstream,Midwest,treatment,88,1.8096
7979,Dormant Reactivation,West,control,83,0.8145
7980,Budget Occasional,Southwest,treatment,26,0.8222
7981,Budget Occasional,Midwest,control,64,0.7538
7982,Affluent Frequent,Northeast,treatment,92,0.6169
7983,Budget Occasional,Southeast,treatment,15,0.2872
7984,Mainstream,Northeast,treatment,51,1.5009
7985,Budget Occasional,Northeast,treatment,107,1.8899
7986,Dormant Reactivation,Midwest,treatment,3,1.8358
7987,Digital Native,West,treatment,73,0.5803
7988,Mainstream,Southeast,treatment,117,0.8228
7989,Budget Occasional,West,control,7,1.549
7990,Affluent Frequent,Southwest,control,102,0.8007
7991,Digital Native,Northeast,control,96,1.4242
7992,Digital Native,Southwest,treatment,81,0.7882
7993,Dormant Reactivation,Northeast,treatment,65,1.767
7994,Affluent Frequent,Midwest,treatment,74,0.5198
7995,Dormant Reactivation,Southwest,treatment,50,0.5716
7996,Mainstream,Southeast,treatment,107,0.5606
7997,Mainstream,Southwest,control,90,0.7913
7998,Affluent Frequent,West,treatment,12,0.7701
7999,Budget Occasional,Northeast,treatment,25,1.3506
8000,Mainstream,West,treatment,19,1.779
8001,Affluent Frequent,West,control,86,0.6734
8002,Budget Occasional,Midwest,treatment,119,1.1194
8003,Affluent Frequent,Northeast,treatment,98,0.2858
8004,Mainstream,Northeast,treatment,42,1.0256
8005,Mainstream,Southeast,treatment,46,1.1229
8006,Affluent Frequent,Southwest,control,99,0.7081
8007,Mainstream,West,treatment,118,0.6409
8008,Mainstream,Southwest,control,72,1.0681
8009,Digital Native,Midwest,treatment,100,1.1689
8010,Budget Occasional,Midwest,control,74,1.3642
8011,Mainstream,Southwest,control,77,0.7332
8012,Affluent Frequent,Northeast,treatment,23,1.4805
8013,Affluent Frequent,Southwest,control,14,1.4495
8014,Budget Occasional,West,control,88,1.2429
8015,Dormant Reactivation,Northeast,control,83,0.3471
8016,Digital Native,Northeast,control,51,0.7789
8017,Digital Native,Northeast,treatment,89,0.5787
8018,Mainstream,Southeast,control,113,0.9316
8019,Budget Occasional,Southeast,control,51,0.4712
8020,Budget Occasional,Northeast,treatment,84,1.5434
8021,Mainstream,Northeast,control,85,0.3087
8022,Budget Occasional,West,treatment,47,1.3134
8023,Mainstream,Southwest,control,104,0.8192
8024,Budget Occasional,Southwest,treatment,8,0.6611
8025,Mainstream,Southwest,treatment,59,0.6506
8026,Digital Native,Midwest,treatment,30,1.8101
8027,Mainstream,West,treatment,67,0.5386
8028,Mainstream,Midwest,control,118,1.092
8029,Mainstream,Northeast,treatment,92,0.4644
8030,Dormant Reactivation,Midwest,treatment,98,1.3818
8031,Budget Occasional,Southeast,control,69,0.6695
8032,Mainstream,Southeast,treatment,111,1.3771
8033,Mainstream,Southeast,treatment,101,0.5019
8034,Dormant Reactivation,Northeast,control,106,0.895
8035,Mainstream,Southwest,control,49,0.6029
8036,Mainstream,Northeast,treatment,25,0.8525
8037,Affluent Frequent,West,treatment,99,0.7785
8038,Digital Native,West,control,71,0.6831
8039,Budget Occasional,Southeast,treatment,95,0.8083
8040,Mainstream,Midwest,treatment,117,0.2799
8041,Mainstream,West,control,47,1.1269
8042,Affluent Frequent,West,treatment,48,0.4525
8043,Affluent Frequent,Northeast,control,110,1.0986
8044,Budget Occasional,West,treatment,73,0.7812
8045,Dormant Reactivation,Southeast,control,67,1.204
8046,Mainstream,Midwest,control,88,1.3866
8047,Digital Native,Northeast,control,21,1.1421
8048,Mainstream,Midwest,treatment,116,0.7235
8049,Budget Occasional,Southeast,treatment,95,0.4876
8050,Mainstream,Midwest,control,57,0.4634
8051,Mainstream,West,treatment,116,0.6449
8052,Dormant Reactivation,West,control,17,1.2849
8053,Budget Occasional,Midwest,control,73,0.8896
8054,Digital Native,West,treatment,44,1.1896
8055,Dormant Reactivation,West,treatment,40,0.9668
8056,Budget Occasional,Southwest,treatment,96,1.4212
8057,Mainstream,Northeast,control,12,1.7604
8058,Dormant Reactivation,Southeast,control,21,0.6454
8059,Mainstream,Southeast,control,113,1.4936
8060,Mainstream,Northeast,control,51,0.99
8061,Budget Occasional,Southeast,control,112,0.4738
8062,Affluent Frequent,Southwest,control,16,1.0628
8063,Affluent Frequent,Northeast,control,79,1.2357
8064,Affluent Frequent,West,control,118,1.23
8065,Mainstream,Northeast,treatment,18,0.4851
8066,Mainstream,Southwest,control,116,1.2123
8067,Mainstream,Southeast,control,64,0.6152
8068,Mainstream,Midwest,treatment,54,0.5016
8069,Dormant Reactivation,Northeast,treatment,98,1.2197
8070,Affluent Frequent,Midwest,treatment,94,0.979
8071,Budget Occasional,Southeast,control,74,1.0587
8072,Budget Occasional,West,control,90,1.0386
8073,Affluent Frequent,West,treatment,24,0.9721
8074,Affluent Frequent,Northeast,treatment,49,1.3253
8075,Dormant Reactivation,Southeast,control,102,0.4457
8076,Affluent Frequent,Midwest,control,67,1.0747
8077,Affluent Frequent,Northeast,treatment,97,1.7824
8078,Digital Native,Southwest,control,106,1.1438
8079,Mainstream,Southeast,control,8,0.8212
8080,Affluent Frequent,West,treatment,78,1.3719
8081,Mainstream,Southeast,control,25,2.0749
8082,Mainstream,West,treatment,57,1.3379
8083,Affluent Frequent,Northeast,treatment,59,1.0593
8084,Mainstream,Midwest,treatment,113,1.2445
8085,Budget Occasional,West,treatment,56,0.4322
8086,Mainstream,West,treatment,41,0.7315
8087,Mainstream,Southeast,control,118,0.2763
8088,Mainstream,Midwest,control,81,0.885
8089,Mainstream,Midwest,treatment,19,0.9309
8090,Mainstream,Southeast,control,87,1.4621
8091,Digital Native,Southeast,control,11,3.234
8092,Dormant Reactivation,Midwest,control,114,0.8011
8093,Budget Occasional,Southeast,treatment,11,0.5632
8094,Mainstream,West,control,69,2.6932
8095,Affluent Frequent,Midwest,control,115,1.6682
8096,Mainstream,Midwest,treatment,104,1.29
8097,Mainstream,West,treatment,14,2.4265
8098,Budget Occasional,Midwest,treatment,31,1.5562
8099,Affluent Frequent,Southeast,treatment,47,0.9683
8100,Digital Native,West,control,17,3.1932
8101,Mainstream,Southwest,control,33,1.8496
8102,Mainstream,Southeast,control,117,0.947
8103,Mainstream,Midwest,treatment,86,0.5053
8104,Budget Occasional,Southeast,treatment,55,1.124
8105,Digital Native,Midwest,control,114,1.0621
8106,Affluent Frequent,Southeast,treatment,39,0.8208
8107,Digital Native,Northeast,treatment,59,2.1796
8108,Digital Native,West,treatment,106,1.6388
8109,Budget Occasional,Southeast,control,42,1.0816
8110,Budget Occasional,Southwest,control,90,0.7059
8111,Mainstream,Southeast,control,111,0.7927
8112,Mainstream,Southeast,treatment,117,1.303
8113,Digital Native,Northeast,treatment,74,1.1084
8114,Mainstream,West,treatment,109,0.5831
8115,Mainstream,Midwest,control,63,0.8874
8116,Affluent Frequent,Midwest,control,65,1.8513
8117,Budget Occasional,West,treatment,69,0.7587
8118,Budget Occasional,Southeast,control,79,1.0277
8119,Digital Native,Southeast,treatment,43,1.8
8120,Affluent Frequent,West,treatment,94,0.8573
8121,Dormant Reactivation,Southwest,control,116,1.7431
8122,Mainstream,Southeast,treatment,87,0.6002
8123,Dormant Reactivation,Southeast,treatment,42,1.6684
